Nome,Idade,Curso,Ano de Ingresso,Semestre Atual,Média de Notas,Total de Créditos Concluídos,Bolsa de Estudo,Tipo de Alojamento,Participação em Atividades Extracurriculares,Participação em Projetos de Pesquisa,Estágio Atual,Empresa do Estágio,Tempo de Viagem até a Universidade,Satisfação com o Curso
Fernanda Oliveira,23,Engenharia,2017,1,7.63,123,não,república,não,não,sim,Empresa D,41,2
Igor Oliveira,27,Ciência da Computação,2015,5,3.7,62,não,casa,sim,sim,sim,Empresa E,58,2
Gustavo Martins,30,Administração,2018,9,4.49,39,não,casa,sim,sim,não,,12,2
Igor Silva,19,Psicologia,2016,3,2.72,147,não,apartamento,não,não,sim,Empresa D,25,5
Julia Costa,29,Ciência da Computação,2018,6,6.6,132,não,apartamento,não,não,sim,Empresa D,54,3
Gustavo Pereira,21,Medicina,2018,10,2.41,93,não,apartamento,sim,não,não,,54,2
Igor Ferreira,23,Ciência da Computação,2017,7,5.65,68,não,república,sim,sim,não,,54,4
Daniel Oliveira,24,Arquitetura,2019,4,9.75,151,sim,república,sim,não,sim,Empresa C,48,2
Julia Pereira,25,Arquitetura,2016,3,3.05,40,não,casa,não,não,não,,58,2
Daniel Gomes,25,Medicina,2017,6,5.58,193,não,república,sim,não,não,,29,3
Fernanda Silva,18,Medicina,2017,4,0.49,125,não,moradia estudantil,não,sim,não,,49,2
Igor Santos,26,Arquitetura,2019,5,7.26,36,não,república,não,não,não,,37,5
Daniel Silva,24,Medicina,2019,5,8.49,101,não,moradia estudantil,não,sim,sim,Empresa D,12,2
Gustavo Santos,23,Ciência da Computação,2016,4,1.78,78,não,moradia estudantil,não,não,não,,28,2
Igor Santos,23,Direito,2019,1,9.78,180,não,apartamento,não,não,não,,23,4
Julia Ferreira,27,Direito,2015,3,6.03,153,não,apartamento,não,não,não,,53,3
Daniel Silva,30,Direito,2015,6,7.9,13,sim,república,não,não,não,,37,4
Alice Silva,21,Engenharia,2016,1,1.65,0,não,república,não,sim,não,,11,2
Julia Almeida,25,Psicologia,2020,8,1.73,170,não,república,sim,não,não,,32,2
Julia Costa,27,Engenharia,2020,5,4.04,118,não,república,não,não,não,,10,1
Igor Ferreira,29,Psicologia,2016,9,6.93,71,não,moradia estudantil,não,não,sim,Empresa E,29,3
Alice Costa,21,Psicologia,2017,2,4.71,114,sim,casa,não,não,não,,26,2
Julia Santos,20,Administração,2016,4,8.11,75,não,moradia estudantil,não,sim,sim,Empresa E,34,2
Gustavo Ferreira,26,Medicina,2015,6,5.19,46,não,moradia estudantil,não,sim,não,,60,2
Daniel Almeida,29,Ciência da Computação,2018,1,7.96,148,não,moradia estudantil,não,não,não,,46,3
Bruno Martins,28,Ciência da Computação,2019,3,2.21,121,não,moradia estudantil,não,não,não,,46,1
Carla Santos,26,Engenharia,2020,9,2.69,106,não,casa,não,não,não,,25,4
Bruno Santos,25,Administração,2017,1,5.0,13,sim,casa,não,não,não,,35,5
Igor Martins,25,Medicina,2017,4,9.22,174,não,apartamento,não,não,não,,12,1
Helena Santos,19,Engenharia,2016,3,6.17,10,não,casa,não,não,não,,27,4
Erika Gomes,21,Arquitetura,2018,7,2.43,102,não,apartamento,não,não,sim,Empresa D,16,4
Julia Ferreira,29,Ciência da Computação,2018,5,0.08,94,não,república,não,não,não,,29,3
Alice Pereira,27,Psicologia,2015,3,7.77,193,sim,moradia estudantil,não,não,não,,33,5
Julia Costa,22,Administração,2020,9,4.89,185,não,moradia estudantil,não,não,não,,15,3
Gustavo Oliveira,23,Ciência da Computação,2019,2,9.34,119,não,moradia estudantil,não,sim,não,,42,4
Igor Pereira,28,Engenharia,2019,9,8.95,186,não,apartamento,não,não,sim,Empresa A,44,2
Carla Ferreira,26,Direito,2017,3,1.73,152,não,casa,não,não,não,,56,4
Carla Martins,18,Medicina,2019,8,0.6,140,não,casa,não,não,não,,60,5
Bruno Silva,27,Arquitetura,2017,7,3.66,146,não,apartamento,não,sim,não,,21,2
Daniel Pereira,22,Ciência da Computação,2016,2,1.1,200,não,república,não,não,sim,Empresa B,58,3
Carla Silva,20,Direito,2015,10,7.52,183,sim,moradia estudantil,não,não,sim,Empresa B,50,4
Julia Santos,23,Engenharia,2017,6,6.13,11,não,casa,não,não,sim,Empresa C,30,4
Erika Pereira,27,Administração,2018,4,6.69,171,não,casa,não,não,não,,44,4
Bruno Almeida,21,Ciência da Computação,2017,4,1.93,19,não,moradia estudantil,não,não,não,,19,3
Bruno Oliveira,24,Administração,2019,8,9.87,111,não,república,não,não,não,,35,1
Bruno Pereira,23,Engenharia,2018,6,9.41,178,não,moradia estudantil,não,não,não,,24,4
Julia Santos,19,Direito,2016,8,1.94,39,não,apartamento,não,não,sim,Empresa E,58,4
Erika Pereira,20,Ciência da Computação,2015,7,5.13,44,não,moradia estudantil,não,sim,não,,51,3
Helena Ribeiro,21,Direito,2020,7,7.46,44,não,república,não,sim,sim,Empresa B,24,5
Daniel Gomes,23,Direito,2018,1,8.73,124,sim,apartamento,não,não,não,,46,4
Igor Oliveira,27,Psicologia,2018,10,1.51,147,não,apartamento,não,não,não,,37,2
Fernanda Ribeiro,23,Psicologia,2018,4,9.38,152,não,república,sim,não,não,,28,3
Erika Ribeiro,28,Medicina,2019,6,5.51,57,não,casa,não,não,não,,34,2
Julia Ribeiro,19,Direito,2019,5,0.3,51,não,casa,sim,não,não,,21,3
Fernanda Silva,29,Medicina,2019,2,1.8,162,não,república,sim,sim,não,,15,1
Igor Ribeiro,29,Administração,2019,6,3.14,185,sim,moradia estudantil,não,não,não,,50,3
Daniel Costa,19,Engenharia,2015,1,4.07,88,não,república,não,não,não,,49,1
Bruno Ferreira,25,Direito,2017,3,6.79,66,sim,apartamento,sim,não,não,,11,4
Julia Silva,30,Direito,2019,5,9.05,115,não,república,sim,não,sim,Empresa D,28,2
Julia Pereira,24,Psicologia,2017,8,9.84,180,sim,casa,não,não,não,,24,1
Carla Santos,25,Direito,2016,2,1.64,40,sim,república,sim,não,sim,Empresa C,17,2
Erika Silva,25,Medicina,2015,5,4.04,157,não,apartamento,sim,sim,sim,Empresa A,14,3
Bruno Gomes,23,Direito,2020,5,9.44,98,não,república,não,não,sim,Empresa E,31,2
Fernanda Costa,24,Engenharia,2020,7,1.79,52,não,república,não,não,não,,14,2
Bruno Pereira,26,Psicologia,2015,7,4.44,159,não,moradia estudantil,não,não,não,,39,2
Julia Silva,22,Medicina,2015,3,0.24,141,não,moradia estudantil,não,não,não,,26,5
Bruno Pereira,26,Direito,2015,4,6.33,62,não,apartamento,não,não,não,,53,4
Fernanda Ferreira,24,Direito,2019,10,0.72,138,não,casa,não,sim,sim,Empresa B,16,4
Helena Martins,20,Ciência da Computação,2016,5,4.56,126,não,apartamento,não,não,não,,14,2
Igor Pereira,29,Psicologia,2015,6,9.9,9,não,apartamento,sim,não,não,,31,5
Daniel Martins,21,Ciência da Computação,2015,9,5.3,125,não,república,não,não,sim,Empresa D,34,5
Erika Costa,21,Direito,2018,3,4.68,98,não,apartamento,não,não,sim,Empresa E,60,1
Igor Silva,20,Arquitetura,2019,8,0.24,86,não,casa,sim,sim,não,,45,3
Erika Martins,19,Administração,2016,8,5.72,182,não,apartamento,não,não,sim,Empresa A,12,1
Julia Costa,25,Psicologia,2020,4,3.02,179,não,república,não,não,não,,60,4
Helena Ferreira,22,Arquitetura,2019,2,2.51,181,não,república,não,não,sim,Empresa E,39,1
Julia Ferreira,21,Engenharia,2018,10,5.69,181,não,casa,sim,não,sim,Empresa B,60,1
Fernanda Gomes,21,Direito,2015,3,9.38,6,não,moradia estudantil,não,não,não,,60,3
Gustavo Pereira,20,Administração,2019,1,5.64,114,não,moradia estudantil,não,não,não,,59,3
Julia Ferreira,26,Direito,2016,7,2.41,93,não,moradia estudantil,sim,sim,sim,Empresa E,26,4
Julia Pereira,25,Arquitetura,2015,6,0.89,144,não,moradia estudantil,não,não,não,,16,2
Gustavo Martins,27,Medicina,2020,2,7.3,68,sim,república,não,não,sim,Empresa A,48,1
Carla Ribeiro,21,Medicina,2016,6,3.71,31,não,casa,não,não,não,,15,5
Daniel Costa,28,Administração,2020,9,1.6,135,não,casa,não,não,sim,Empresa C,53,1
Gustavo Costa,20,Administração,2015,7,0.64,132,não,república,sim,não,não,,10,3
Fernanda Oliveira,28,Arquitetura,2020,9,6.63,126,não,república,não,não,sim,Empresa B,49,2
Gustavo Costa,25,Engenharia,2017,4,2.47,148,não,moradia estudantil,sim,não,não,,29,4
Igor Pereira,20,Administração,2019,1,4.61,185,não,moradia estudantil,não,não,não,,37,3
Alice Santos,25,Medicina,2018,4,3.91,0,não,apartamento,não,sim,não,,15,4
Daniel Almeida,25,Direito,2015,4,0.27,47,não,moradia estudantil,sim,não,não,,56,5
Erika Ferreira,26,Psicologia,2017,6,4.4,58,não,casa,não,não,não,,11,2
Daniel Costa,22,Ciência da Computação,2017,9,0.5,66,não,apartamento,não,sim,não,,47,5
Fernanda Almeida,23,Administração,2019,4,8.34,74,não,casa,não,não,não,,32,5
Alice Pereira,24,Arquitetura,2016,4,0.3,178,não,moradia estudantil,não,sim,sim,Empresa C,28,1
Alice Almeida,18,Administração,2018,2,4.88,114,não,moradia estudantil,sim,não,não,,35,2
Igor Ferreira,21,Engenharia,2016,1,8.14,105,sim,apartamento,não,não,sim,Empresa C,14,1
Carla Martins,23,Medicina,2016,3,2.11,119,não,moradia estudantil,não,sim,não,,42,5
Alice Gomes,24,Medicina,2015,6,0.23,56,não,república,não,não,não,,41,2
Carla Costa,18,Administração,2016,8,8.83,197,não,apartamento,sim,não,não,,32,1
Gustavo Pereira,20,Medicina,2018,1,5.77,51,não,casa,sim,sim,não,,31,4
Daniel Ribeiro,20,Administração,2015,1,5.51,112,não,moradia estudantil,não,não,sim,Empresa D,47,3
Igor Santos,29,Ciência da Computação,2017,3,7.64,30,não,moradia estudantil,não,sim,não,,47,1
Helena Pereira,25,Ciência da Computação,2016,2,9.05,70,não,república,não,não,não,,41,3
Helena Almeida,18,Engenharia,2015,9,9.48,96,não,apartamento,não,não,não,,11,3
Alice Pereira,20,Direito,2019,8,3.45,164,não,moradia estudantil,não,não,sim,Empresa A,27,5
Gustavo Pereira,25,Medicina,2018,10,2.6,44,sim,república,não,não,não,,33,2
Daniel Almeida,20,Engenharia,2015,8,9.5,28,não,república,sim,não,não,,21,4
Igor Martins,25,Direito,2018,2,8.96,142,não,casa,sim,sim,sim,Empresa B,11,1
Bruno Pereira,18,Administração,2017,8,0.12,191,não,moradia estudantil,não,não,sim,Empresa D,47,3
Julia Santos,18,Medicina,2018,3,5.18,73,sim,moradia estudantil,não,não,sim,Empresa A,35,1
Erika Oliveira,20,Arquitetura,2018,6,4.39,97,não,apartamento,sim,não,sim,Empresa C,13,3
Helena Gomes,24,Psicologia,2017,5,8.55,126,não,moradia estudantil,não,não,sim,Empresa C,60,4
Julia Almeida,22,Ciência da Computação,2019,4,7.53,148,não,casa,não,não,não,,45,1
Julia Almeida,24,Arquitetura,2018,8,5.6,36,não,moradia estudantil,não,não,sim,Empresa A,28,4
Gustavo Silva,22,Engenharia,2020,9,5.98,57,não,república,sim,não,não,,52,1
Alice Costa,19,Administração,2018,9,8.83,200,não,apartamento,não,não,não,,47,1
Gustavo Silva,20,Medicina,2018,3,3.2,129,não,moradia estudantil,sim,não,não,,58,5
Erika Oliveira,19,Engenharia,2017,3,0.96,123,não,república,sim,não,não,,15,2
Carla Almeida,28,Medicina,2018,1,3.69,24,não,moradia estudantil,sim,não,não,,35,1
Gustavo Oliveira,27,Medicina,2015,1,2.83,160,não,moradia estudantil,não,não,não,,47,3
Helena Ribeiro,24,Direito,2016,8,3.26,3,não,república,sim,sim,não,,37,5
Fernanda Ribeiro,27,Psicologia,2019,7,9.01,65,não,casa,não,não,não,,17,5
Igor Oliveira,29,Administração,2018,9,2.01,96,não,casa,sim,não,não,,58,3
Helena Santos,23,Arquitetura,2015,10,4.89,148,não,moradia estudantil,sim,não,não,,32,1
Erika Pereira,18,Direito,2015,5,4.89,68,sim,república,não,não,não,,29,4
Alice Oliveira,23,Arquitetura,2018,5,8.28,87,não,casa,não,não,sim,Empresa E,34,4
Igor Ribeiro,18,Arquitetura,2017,2,8.26,54,não,casa,sim,não,não,,13,2
Alice Santos,29,Ciência da Computação,2018,9,3.55,64,sim,moradia estudantil,não,não,não,,57,5
Carla Pereira,20,Direito,2018,3,8.1,129,sim,moradia estudantil,não,não,não,,49,2
Carla Silva,26,Administração,2019,10,1.89,161,não,república,não,sim,sim,Empresa A,55,1
Fernanda Ferreira,28,Psicologia,2019,8,6.77,47,não,casa,não,não,não,,32,1
Erika Oliveira,27,Medicina,2020,2,4.88,35,não,apartamento,sim,sim,sim,Empresa A,24,1
Alice Oliveira,19,Ciência da Computação,2015,8,6.32,189,não,moradia estudantil,não,não,não,,12,4
Carla Gomes,20,Medicina,2015,8,9.98,96,não,casa,não,não,sim,Empresa D,56,4
Fernanda Martins,27,Direito,2018,4,2.6,104,não,casa,não,não,não,,18,1
Alice Ribeiro,21,Ciência da Computação,2016,3,8.61,59,não,república,sim,não,sim,Empresa E,55,3
Daniel Oliveira,21,Engenharia,2020,4,1.44,77,não,casa,não,não,não,,59,1
Carla Ferreira,20,Ciência da Computação,2015,8,0.06,7,não,apartamento,não,não,não,,26,1
Alice Ribeiro,28,Ciência da Computação,2016,1,3.61,110,sim,república,não,não,não,,17,1
Carla Oliveira,26,Medicina,2016,6,9.29,59,não,apartamento,não,não,não,,29,5
Gustavo Santos,29,Psicologia,2016,4,1.69,176,não,casa,não,não,sim,Empresa D,19,5
Helena Silva,30,Ciência da Computação,2017,7,4.56,181,não,apartamento,não,não,não,,15,4
Bruno Santos,20,Administração,2019,1,2.33,130,sim,apartamento,não,não,não,,31,4
Erika Costa,21,Direito,2019,3,7.79,54,não,casa,não,não,sim,Empresa D,32,4
Bruno Costa,29,Medicina,2018,5,8.67,3,não,república,não,não,não,,54,1
Erika Martins,25,Engenharia,2015,10,0.58,56,não,moradia estudantil,não,sim,não,,22,1
Igor Ribeiro,29,Arquitetura,2017,10,9.32,92,não,república,sim,não,não,,29,4
Carla Silva,29,Psicologia,2017,1,8.06,74,não,casa,não,não,não,,59,4
Fernanda Gomes,19,Engenharia,2015,3,3.86,9,não,república,não,não,não,,34,3
Carla Santos,26,Ciência da Computação,2019,5,9.31,85,não,casa,não,sim,não,,54,3
Fernanda Martins,26,Administração,2015,1,8.76,161,não,casa,sim,não,não,,31,4
Carla Ribeiro,19,Direito,2016,8,6.66,165,não,moradia estudantil,sim,não,sim,Empresa A,17,5
Helena Martins,26,Engenharia,2018,3,6.97,86,não,apartamento,não,não,não,,12,2
Daniel Oliveira,30,Administração,2015,5,6.33,85,não,casa,não,não,sim,Empresa D,34,5
Daniel Santos,29,Engenharia,2018,8,7.83,131,não,moradia estudantil,sim,sim,não,,49,5
Julia Almeida,25,Administração,2020,1,4.24,15,sim,moradia estudantil,não,sim,não,,25,2
Helena Costa,19,Arquitetura,2015,6,3.45,39,não,república,não,não,não,,40,1
Fernanda Costa,19,Arquitetura,2018,4,0.2,11,sim,república,não,não,sim,Empresa E,28,4
Alice Santos,18,Medicina,2015,5,6.16,161,não,moradia estudantil,sim,não,não,,33,2
Alice Pereira,18,Administração,2016,4,2.14,80,não,moradia estudantil,não,não,sim,Empresa D,34,3
Bruno Martins,27,Administração,2020,10,5.25,11,não,apartamento,sim,não,sim,Empresa E,56,3
Bruno Costa,18,Engenharia,2015,4,8.28,23,não,apartamento,não,sim,não,,15,2
Carla Costa,26,Engenharia,2017,1,7.3,110,sim,moradia estudantil,não,sim,sim,Empresa C,17,5
Erika Santos,24,Medicina,2016,6,7.0,154,não,moradia estudantil,não,não,não,,40,2
Bruno Almeida,23,Engenharia,2019,10,3.35,124,não,moradia estudantil,sim,sim,sim,Empresa D,33,5
Bruno Oliveira,23,Ciência da Computação,2019,10,6.15,161,não,república,sim,não,não,,35,2
Erika Oliveira,29,Direito,2020,1,3.42,35,não,apartamento,sim,não,não,,38,2
Alice Santos,24,Engenharia,2018,4,7.32,20,sim,casa,sim,não,não,,36,5
Erika Costa,27,Arquitetura,2015,10,6.69,194,não,casa,sim,sim,não,,49,2
Igor Pereira,18,Medicina,2017,2,2.09,18,não,moradia estudantil,não,não,não,,31,1
Daniel Martins,24,Arquitetura,2020,9,2.94,173,sim,apartamento,não,sim,não,,56,5
Julia Ribeiro,19,Direito,2016,4,4.7,161,não,casa,não,não,não,,13,4
Julia Ribeiro,27,Medicina,2020,7,8.28,74,sim,apartamento,sim,não,não,,53,3
Daniel Ferreira,23,Psicologia,2017,4,8.32,190,não,apartamento,não,não,não,,25,3
Fernanda Ferreira,28,Ciência da Computação,2016,10,1.25,95,não,apartamento,não,sim,não,,13,1
Helena Silva,23,Medicina,2017,5,3.57,106,não,república,não,não,sim,Empresa D,43,3
Alice Pereira,20,Administração,2019,9,8.68,24,não,república,sim,não,não,,11,5
Julia Santos,21,Medicina,2018,3,3.77,187,não,moradia estudantil,não,não,não,,10,2
Alice Almeida,18,Administração,2020,10,8.98,29,sim,moradia estudantil,sim,não,não,,59,5
Daniel Pereira,26,Psicologia,2018,9,9.09,157,não,moradia estudantil,sim,não,sim,Empresa C,22,2
Julia Pereira,25,Ciência da Computação,2017,2,2.01,184,não,república,sim,não,sim,Empresa E,35,4
Bruno Ferreira,27,Engenharia,2017,2,4.11,137,sim,casa,sim,não,não,,34,2
Carla Gomes,23,Ciência da Computação,2016,10,9.39,85,não,casa,não,não,não,,47,4
Bruno Santos,23,Arquitetura,2017,7,1.43,200,não,apartamento,não,não,sim,Empresa A,31,3
Alice Ferreira,30,Medicina,2017,9,4.32,188,não,moradia estudantil,não,não,não,,53,3
Igor Pereira,30,Psicologia,2017,3,5.63,71,não,moradia estudantil,não,não,não,,51,1
Gustavo Ribeiro,20,Direito,2020,2,6.01,121,não,república,sim,sim,não,,12,1
Helena Santos,23,Medicina,2019,6,5.63,6,não,casa,não,não,não,,10,1
Igor Santos,26,Psicologia,2016,6,8.13,164,não,moradia estudantil,não,não,não,,39,3
Daniel Ferreira,19,Medicina,2015,2,0.81,52,não,casa,sim,não,não,,13,3
Bruno Ribeiro,27,Medicina,2015,2,2.34,60,sim,casa,sim,não,não,,21,5
Bruno Pereira,27,Direito,2019,5,1.02,163,sim,república,não,sim,não,,45,5
Daniel Ribeiro,27,Medicina,2015,7,7.02,88,não,apartamento,não,sim,sim,Empresa B,23,1
Fernanda Martins,23,Medicina,2019,9,9.92,199,não,república,não,sim,não,,18,2
Julia Ferreira,19,Direito,2017,9,6.74,174,sim,república,sim,sim,não,,55,1
Alice Ribeiro,21,Administração,2016,6,6.06,37,não,apartamento,não,não,não,,24,3
Igor Almeida,20,Administração,2018,2,7.22,166,não,apartamento,não,não,não,,49,5
Erika Martins,24,Psicologia,2015,8,8.33,38,não,moradia estudantil,não,não,sim,Empresa C,55,5
Julia Almeida,21,Arquitetura,2015,10,2.85,132,não,república,não,não,não,,57,5
Fernanda Costa,19,Ciência da Computação,2018,4,4.77,158,não,casa,sim,não,não,,48,4
Igor Oliveira,27,Medicina,2020,3,7.81,117,sim,moradia estudantil,sim,sim,não,,34,4
Julia Almeida,20,Arquitetura,2015,8,2.71,69,não,república,não,não,sim,Empresa D,37,2
Alice Ferreira,29,Administração,2015,5,6.36,126,não,apartamento,não,não,sim,Empresa C,43,3
Fernanda Ferreira,26,Engenharia,2017,6,7.63,63,sim,moradia estudantil,não,sim,não,,12,4
Julia Gomes,27,Psicologia,2019,7,1.82,144,não,apartamento,não,sim,não,,37,3
Alice Pereira,29,Arquitetura,2015,2,3.81,53,não,república,não,não,não,,40,5
Daniel Ferreira,19,Arquitetura,2020,4,9.8,146,não,república,não,não,não,,23,4
Daniel Oliveira,28,Direito,2016,2,8.51,134,não,casa,não,não,não,,17,2
Igor Almeida,24,Ciência da Computação,2020,2,8.8,110,não,moradia estudantil,sim,não,sim,Empresa D,16,4
Fernanda Ferreira,22,Psicologia,2019,1,2.56,34,não,república,não,não,não,,14,4
Erika Martins,28,Medicina,2017,10,4.14,193,não,moradia estudantil,não,não,não,,31,3
Igor Santos,21,Ciência da Computação,2016,4,4.19,159,sim,casa,não,não,não,,18,5
Igor Silva,19,Arquitetura,2016,3,9.85,67,não,apartamento,não,não,sim,Empresa C,38,5
Fernanda Ferreira,24,Psicologia,2015,4,5.36,146,não,república,não,não,sim,Empresa A,20,4
Daniel Costa,21,Administração,2019,3,9.17,146,não,apartamento,sim,não,não,,15,4
Carla Martins,23,Psicologia,2019,2,4.39,112,sim,apartamento,sim,não,não,,32,4
Helena Ferreira,21,Ciência da Computação,2016,6,3.08,145,não,moradia estudantil,não,não,não,,59,3
Gustavo Santos,23,Medicina,2016,2,1.64,105,não,república,não,não,não,,31,2
Julia Santos,23,Psicologia,2018,9,1.1,118,não,república,sim,sim,não,,38,5
Erika Silva,21,Arquitetura,2017,6,9.74,28,sim,moradia estudantil,não,não,não,,60,4
Alice Ferreira,20,Engenharia,2015,1,8.61,82,não,moradia estudantil,não,não,sim,Empresa C,33,3
Alice Pereira,22,Ciência da Computação,2015,2,4.16,115,não,república,não,não,sim,Empresa B,54,4
Daniel Ribeiro,18,Administração,2020,3,1.62,193,não,república,não,não,não,,19,5
Julia Martins,24,Ciência da Computação,2020,7,7.21,71,não,casa,não,não,não,,57,1
Igor Oliveira,29,Arquitetura,2017,10,0.86,81,não,moradia estudantil,sim,sim,sim,Empresa E,45,4
Daniel Ferreira,26,Ciência da Computação,2019,10,5.33,164,não,apartamento,sim,sim,não,,27,3
Daniel Silva,24,Direito,2019,6,9.99,152,não,apartamento,sim,não,sim,Empresa E,60,1
Fernanda Costa,25,Direito,2019,6,6.49,115,não,moradia estudantil,sim,não,não,,33,3
Carla Ferreira,28,Administração,2020,8,3.98,61,não,casa,não,não,não,,38,1
Erika Silva,22,Direito,2016,4,8.11,65,não,república,não,sim,não,,27,4
Carla Ferreira,25,Direito,2018,10,5.6,163,sim,casa,sim,sim,não,,13,5
Daniel Santos,25,Medicina,2019,9,0.46,165,sim,apartamento,não,não,não,,16,1
Carla Ferreira,24,Ciência da Computação,2015,10,4.68,152,não,apartamento,não,não,não,,11,1
Julia Silva,22,Direito,2019,3,1.71,190,não,apartamento,sim,sim,não,,14,1
